ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","RI","CHARLESTOWN","","02813","609573","","4004","C/O RHODE ISLAND NWR COMPLEX ","50 BEND ROAD ",""
"USA","MA","Sunderland","","01375","609574","","1445","C/O Silvio O. Conte National Fish and Wildlife Refuge","103 East Plumtree Road",""
"USA","PA","Philadelphia","","19153","609575","","1446","8601 Lindbergh Blvd.","",""
"USA","NE","Valentine",""," 69201","609576","","3960","C/O Fort Niobrara National Wildlife Refuge","39983 Refuge Road",""
"USA","HI","Honolulu","","96850","609577","","1508","C/O Pacific Reefs NWRC","300 Ala Moana Boulevard","Room 5-231  (Box 50167)"
"USA","WA","Ilwaco",""," 98624","609578","","1447","C/O Willapa National Wildlife Refuge Complex","3888 State Route 101",""
"USA","SC","Charleston","","29412","609579","","3079","ACE Basin National Estuarine Research Reserve","South Carolina Department of Natural Resources","P.O. Box 12559"
"USA","AK","Fairbanks","","99701","613324","","1448","101 12th Ave.  ","Room 206",""
"USA","SD","Lake Andes","","57356","613325","","3950","38672 291 St	","",""
"USA","HI","Kihei","","96753","613326","","1449","C/O Maui Refuge Complex","Milepost 6, Mokulele Hwy (Hwy 311)",""
"USA","HI","Kihei","","96753","613327","","3967","C/O MAUI NWR COMPLEX ","Milepost 6, Mokulele Hwy (Hwy 311)",""
"USA","ND","Devils Lake","","58301","613328","","1450","221 2nd Street West","",""
"USA","CA","Delano","","93215","613825","","1452","10811 Corcoran Rd","",""
"USA","AL","Decatur","","35603","613826","","3927","2700 Refuge Headquarters Road","",""
"USA","FL","Big Pine Key","","33043","613827","","1453","28950 Watson Boulevard","",""
"USA","HI","Kilauea","","96754","613828","","1454","C/O Kaua‘i National Wildlife Refuge Complex","P.O. Box 1128",""
"USA","HI","Honolulu","","96850","613829","","4011","C/O Pacific Reefs NWRC","300 Ala Moana Boulevard","Room 5-231, Box 50167"
"USA","MI","Seney","","49883","613830","","1455","C/O Senay National Wildlife Refuge","1674 Refuge Entrance Rd.",""
"USA","KS","Kirwin","","67644","613831","","1456","702 East Xavier Road","",""
"USA","OR","Chiloquin","","97624","613832","","1457","21401 Silver Lake Road ","",""
"USA","ID","Bonners Ferry","","83805","613835","","1460","287 Westside Rd.","",""
"USA","AK","Galena","","99741","613836","","1461","101 Front St","P.O. Box 287",""
"USA","AK","Soldotna","","99669","613837","","1451","Ski Hill Road","P.O. Box 2139",""
"USA","AK","Kodiak","","99615","613838","","1458","1390 Buskin River Road","",""
"USA","AZ","Yuma","","85365","613839","","1459","9300 East 28th Street","",""
"USA","ND","Kulm","","58456","613840","","3918","1 First Street SW","P.O. Box E",""
"USA","LA","Bell City","","70630","613841","","1463","C/O Southwest Louisiana National Wildlife Refuge Complex","1428 Highway 27 ",""
"USA","SD","Martin","","57551","613842","","1464","29746 Bird Road","",""
"USA","TX","Los Fresnos","","78566","613843","","1466","22688 Buena Vista Blvd","",""
"USA","PR","Boqueron","","00622","613844","","1467","C/O Caribbean Islands NWR Complex","P.O. Box 510",""
"USA","ND","Devils Lake","","58301","613845","","1468","221 2nd Street West","",""
"USA","SD","Lake Andes","","57356","613846","","1469","38672 291 ST","",""
"USA","ND","Dunn Center","","58626","613847","","1472","489 102nd Ave. SW","",""
"USA","TN","Union City","","38261","613848","","1473","4343 Highway 157","",""
"USA","MT","Lewistown","","59457","613849","","1474","C/O 	Charles M. Russell National Wildlife Refuge Complex","Airport Road","P.O. Box 110"
"USA","LA","Marksville","","71351","613850","","1476","401 Island Road","",""
"USA","NH","Errol","","03579","616845","","1478","2756 Dam Road (Physical Address)","P.O. Box 240 (Mailing Address) ",""
"USA","FL","Titusville","","32781","616846","","3945","PO Box 2683","",""
"USA","IL","Havana","","62644","618096","","1346","19031 E. County Road 2110N","",""
"USA","OR","","2016-03-03","","618221","","1108","","",""
"USA","CA","","2016-03-03","","618222","","1108","","",""
"USA","FL","Deleon Springs","","32130","618229","","1479","2045 Mud Lake Road","",""
"USA","ND","Crosby","","58730","618230","","1480","10100 Hwy 42 NW  ","",""
"USA","NM","Las Vegas","","87701","618231","","1481","Route 1 Box 399","",""
"USA","MT","Stevensville","","59870","618232","","1482","4567 Wildfowl Lane","",""
"USA","WI","Portage","","53901","618233","","1483","W10040 Cascade Mountain Road","",""
"USA","AZ","Douglas","","85607","618234","","3930","P.O.Box 3509","",""
"USA","WA","Cathlamet","","98612","618235","","1484","46 Steamboat Slough Rd","PO Box 566",""
"USA","MN","Litchfield","","55355","618236","","1485","22274 615th Avenue","",""
"USA","WA","Colville","","99114","618237","","1486","1310 Bear Creek Rd","",""
"USA","OK","Broken Bow","","74728","618238","","1487","P.O. Box 340","",""
"USA","AR","Dardanelle","","72834","618239","","3928","10448 Holla Bend Road","",""
"USA","ND","Moffit","","58560","618241","","1488","12000 353rd St SE","",""
"USA","ND","Moffit","","58560 ","618243","","4099","c/o Long Lake National Wildlife Refuge","12000 353 ST SE",""
"USA","MT","Marion","","59925","618244","","4021","6295 Pleasant Valley Road","",""
"USA","ND","Kenmare","","58746","618245","","1490","8315 Hwy 8	","",""
"USA","TN","Henning","","39041","618246","","1492","234 Fort Prudhomme Drive","",""
"USA","CA","Tulelake","","96134","618247","","1493","4009 Hill Rd","",""
"USA","TX","Alamo","","78516","618248","","3952","3325 Green Jay Road","",""
"","","","","","618309","","13523","","",""
"","NM","Española","","87532","618593","","13530","PO BOX 610","",""
"","AZ","Yuma","","85364","618743","","12739","180 West 1st Street","Suite E",""
"USA","FL","Chiefland","","32626","618745","","1494","16450 NW 31 Place","",""
"USA","NC","Knotts Island","","27950","618746","","1495","316 Marsh Causeway","",""
"USA","SD","Madison","","57042","618747","","1496","23520 SD Hwy 19","",""
"USA","ME","Rockland","","04841","618749","","1564","9 Water Street","PO Box 1735",""
"USA","OR","Princeton","","97721","618751","","1263","3691 Sodhouse Lane","",""
"USA","LA","Houma","","70360","618752","","1498","3599 Bayou Black Drive","",""
"USA","KS","Pleasanton","","66075","618753","","4058","24141 Kansas Hwy 52","",""
"USA","MP","Saipan","","96950   ","618754","","13546","U.S. Fish & Wildlife Service, Pacific Reefs NWRC","",""
"USA","CA","Petaluma","","94954","618755","","3939","7715 Lakeville Hwy","",""
"USA","MD","Cambridge","","21613","618756","","4063","2145 Key Wallace Drive","",""
"USA","MA","Sudbury","","01776","618757","","4047","C/O Great Meadows NWR","73 Weir Hill Road",""
"USA","MA","Sudbury","","01776","621244","","4048","c/o Eastern MA NWR Complex","73 Weir Hill Road",""
"USA","MS","Cruger","","38924","621245","","1502","1562 Providence Road","",""
"USA","FL","Sanibel","","33957","621246","","1503","1 Wildlife Drive","",""
"USA","NC","Swan Quarter","","27885","621247","","1504","85 Mattamuskeet Road","",""
"USA","MN","Middle River","","56737","621248","","1256","Marshall County Road 7","",""
"USA","NM","Maxwell","","87728","622369","","1505","168 Lake 13 Road ","P.O. Box 276 (Mailing)",""
"USA","TX","Sabine Pass","","77655","622371","","1506","P.O. Box 358","",""
"","DC","Washington","","20024","622556","","13933","24 Ohio Drive SW","",""
"","","","","","622621","","13953","","",""
"USA","WA","Burbank","","99323","624338","","1507","C/O Mid-Columbia River National Wildlife Refuge","64 Maple Street",""
"USA","WA","Burbank","","99323","624339","","3919","C/O Mid-Columbia River National Wildlife Refuge Complex","64 Maple Street",""
"USA","MT","Medicine Lake","","59247","624831","","1509","223 North Shore Road","",""
"USA","CA","Los Banos","","93635","624833","","1511","C/O San Luis National Wildlife Refuge Complex","P.O. Box 2176",""
"USA","IL","Meredosia","","62665","624835","","1512","2227 N Beach Road","",""
"USA","FL","Titusville","","32781","624836","","1513","PO Box 2683","",""
"USA","MI","Seney","","49883","624837","","4018","C/O Seney National Wildife Refuge","1674 Refuge Entrance Road",""
"USA","MI","East Lansing","","48823","624839","","4095","2651 Coolidge Road","Suite 101",""
"USA","IL","Rockwood","","62280","624840","","4055","1293 Rocky Hollow Road","",""
"USA","HI","Honolulu","","96850","624841","","1514","Box 50167","",""
"USA","MN","McGregor","","55760","624842","","4019","C/O Rice Lake National Wildlife Refuge","36289 State Highway 65 ",""
"USA","MO","Puxico","","63960","624843","","1515","24279 State Highway 51","",""
"USA","ID","Rupert","","83350","624844","","1516","961 E. Minidoka Dam Road","",""
"USA","MN","Bloomington","","55425","624845","","1517","3815 American Blvd. East ","",""
"USA","MN","Bloomington","","55425","624846","","1518","3815 East 80th St.","",""
"USA","VT","Swanton","","05488","624847","","1519","29 Tabor Rd.","",""
"USA","MS","Gautier","","39553","624848","","1520","7200 Crane Lane","",""
"USA","NV","Las Vegas","","89130","624849","","3996","C/O Desert National Wildlife Refuge Complex"," 4701 North Torrey Pines Drive",""
"USA","CA","Alturas","","96101","624850","","1521","5364 County Road 115","P.O. Box 1610",""
"USA","MA","Chatham","","02633","624851","","1522","30 Wikis Way","",""
"USA","CO","Monte Vista","","81144","624852","","1523","6120 Highway 15 ","",""
"USA","NY","Seneca Falls","","13148","624853","","1524","3395 Route 5/20 East ","",""
"USA","ME","Baring","","04694","624854","","1525","103 Headquarters Road","",""
"USA","MS","Cruger","","38924","624855","","1526","1562 Providence Road","",""
"USA","MN","Morris","","56267","624856","","1527","43875 230th Street","",""
"USA","CO","Walden","","80480","624857","","3942","953 Jackson County Road #32","",""
"USA","TX","Muleshoe","","79347","624858","","1528","1531 County Road 1248","P.O. Box 549",""
"USA","IN","Seymour","","47274","624860","","1529","12985 E. U.S. Hwy. 50","",""
"USA","AZ","Page","","86040","629771","","2011","Glen Canyon Field Division","Visitor Center Rotunda",""
"USA","CA","Whitethorn",""," 95589","637176","","13414"," King Range National Conservation Area","PO Box 189","768 Shelter Cove Road"
"USA","TX","Clifton","","76634","637190","","511","285 Corps Road 3602","",""
"USA","GA","","","","639159","","13819","","",""
"USA","WA","Ilwaco","","98624","639160","","1673","3888 State Route 101","",""
"USA","TX","Tuscola","","79562","639655","","14523","150 Park Road 32 ","",""
"USA","UT","Price","","84501","640150","","2131","Price Field Office","125 South 600 West",""
"USA","CT","Thomaston","","6787-307","652890","","220","Thomaston Dam","331 Hill Road",""
"USA","IL","Marion","","62959","660780","","1358","8588 Route 148  ","",""
"USA","TX","Liberty","","77575","662755","","4035","601 FM 1011","",""
"USA","AZ","St. George","","84790","666700","","587","Arizona Strip Field Office","345 East Riverside Drive",""
"USA","CA","","2016-06-27","","674665","","1076","","",""
"","HI","Honolulu","","96818","688566","","13541","Superintendent","1 Arizona Memorial Place",""
"USA","PA","Hesston","","16647","688576","","187","6145 Seven Points Road","",""
"USA","KY","Falls Of Rough","","40119-6313","705166","","373","14957 Falls of Rough Road","",""
"USA","OK","Okmulgee","","74447","705301","","1371","21844 S. 250 Road","",""
"USA","WA","","2016-08-16","","705865","","1119","","",""
"USA","MI","","2016-09-01","","715451","","1082","","",""
"USA","MI","","2016-09-01","","715457","","1081","","",""
"USA","MI","","2016-09-01","","715458","","13267","","",""
"USA","LA","","2016-09-01","","715467","","1043","","",""
"USA","MT","","2016-09-01","","715468","","1018","","",""
"USA","CO","","2016-09-01","","715492","","1055","","",""
"USA","AL","","2016-09-01","","715493","","1699","","",""
"USA","SD","","2016-09-01","","715509","","1056","","",""
"USA","NE","","2016-09-01","","715510","","1056","","",""
"USA","CO","","2016-09-01","","715512","","1053","","",""
"USA","MS","","2016-09-01","","715513","","1044","","",""
"USA","AZ","","2016-09-01","","715538","","1096","","",""
"USA","CO","","2016-09-01","","715544","","1054","","",""
"USA","CO","","2016-09-01","","715561","","1052","","",""
"USA","MT","","2016-09-01","","715565","","1019","","",""
"USA","ID","","2016-09-01","","715566","","1019","","",""
"USA","WY","","2016-09-01","","715571","","1035","","",""
"USA","UT","","2016-09-01","","715572","","1035","","",""
"","CT","Hartford","","06106","718740","","14517","140 Huyshope","Apartment 331",""
"","DC","Washington","","20008","722593","","12728","3545 Williamsburg Ln., NW","",""
"","DC","Washington","","20008","722656","","13972","3545 Williamsburg Ln., NW","",""
"","DC","Washington","","20008","722729","","13980","3545 Willamsburg Ln., NW","",""
"USA","AZ","","2016-09-15","","723995","","1092","","",""
"USA","OR","","2016-09-15","","724001","","1114","","",""
"","MD","Annapolis","","21403","736112","","13913","410 Severn Avenue","Suite 314",""
"USA","OR","Central Point","","97502","751272","","1137","Jackson County Parks & Rec. Dept.","7520 Table Rock Road",""
"USA","OK","Lone Wolf","","73655","751274","","1129","Quartz Mountain Arts & Conference Center & Nature Park","43393 Scissortail Road",""
"USA","WY","Mills","","82644","751276","","1228","Natrona County Roads, Bridges, and Parks Department","538 S Wyoming Blvd.,","Box 848"
"USA","ID","Boise","","83702-4520","751277","","105","230 Collins Road","",""
"USA","ID","Boise","","83709","751278","","106","Boise National Forest","1249 S. Vinnell Way",""
"USA","SD","Hot Springs","","57747","751279","","1161","South Dakota Department of Game, Fish and Parks","P.O. Box 131-A",""
"USA","MT","Billings","","59107","751885","","129","Montana Area Office","P.O. Box 30137",""
"USA","ID","Boise","","83709","751886","","107","Boise National Forest","1249 S. Vinnell Way",""
"USA","NM","Carlsbad","","99220","751888","","87","Carlsbad Irrigation District","201 South Canal St.",""
"USA","WA","Moses Lake","","98837","751889","","1206","Washington Department of Fish and Wildlife","Columbia Basin Wildlife Area","6653 Road K NE"
"USA","SD","Lead","","57754","751890","","1164","South Dakota Department of Game, Fish and Parks","11361 Nevada Gulch Road",""
"USA","OR","Vale","","97918","751891","","1138","Malheur County Parks Department","2475 Bully Creek Road",""
"USA","UT","Provo","","84606-7317","751892","","1229","Provo Area Office","302 East 1860 South",""
"USA","WA","Moses Lake","","98837","751893","","1207","Washington Department of Fish and Wildlife","Columbia Basin Wildlife Area","6653 Road K NE"
"USA","ID","Emmett","","83617","751895","","108","Black Canyon Park","5555 E Black Canyon Highway",""
"USA","CA","Truckee","","96161","751897","","30","Truckee Ranger District","Tahoe National Forest","10342 Hwy. 89 N."
"USA","NE","Crawford","","69339","751898","","72","Nebraska Game and Parks Commission","P. O. Box 392",""
"USA","WY","Shoshoni","","82649","751900","","1230","Boysen State Park","Boysen Rt.",""
"USA","NM","Carlsbad","","88221","751901","","98","Brantley State Park","P. O. Box 2288",""
"USA","ND","Turtle Lake","","58575","751902","","1124","Turtle Lake Park Board",".",""
"USA","WY","Cody","","82414","751904","","1231","Buffalo Bill State Park","47 Lakeside Rd.",""
"USA","OR","Vale","","97918","751905","","1139","Bully Creek Park Office","2475 Bully Creek Road",""
"USA","NM","Caballo","","87931","751908","","99","Caballo State Park Superintendent","P.O. Box 32",""
"USA","CA","Santa Barbara","","93105","751909","","31","Santa Barbara County Parks Department","610 Mission Canyon Road","U.S. 154"
"USA","NE","Burwell","","68823-9803","751911","","73","NE Game and Parks Commission","HC79, Box 20L",""
"USA","MT","Helena","","59602","751912","","130","Bureau of Reclamation","Canyon Ferry Field Office","7700 Canyon Ferry Road"
"USA","CO","Loveland","","80537","753728","","49","Larimer County Parks Department","1800 S. County Rd. 31",""
"USA","KS","Ellis","","67637","753729","","123","Kansas Dept. of Wildlife & Parks","Cedar Bluff Area Office","RR2, Box 76A"
"USA","KS","Cheney","","67025","753731","","124","Cheney State Park","16000 NE 50th St.",""
"USA","TX","Calliham","","78007","753734","","1169","Choke Canyon State Park","Calliham Unit","P.O. Box 2"
"USA","MT","Dillon","","59725","753736","","131","Bureau of Reclamation","Clark Canyon Field Office","1200 Highway 41"
"USA","WA","Cle Elum","","98922","753737","","1211","Wenatchee National Forest","803 West 2nd Street",""
"USA","OR","Springfield","","97477","753738","","1140","Willamette National Forest","3106 Pierce Parkway","Suite D"
"USA","WA","Naches","","98937","753740","","3133","Wenatchee National Forest","Naches Ranger District","10237 Highway 12"
"USA","WA","Burbank","","99323","753741","","1141","Mid-Columbia River NWRC","64 Maple Street",""
"USA","WA","Olympia","","98504-2650","753746","","1213","Washington State Parks","1111 Israel Road SW",""
"USA","CA","Oakland","","94605-0381","753747","","33","East Bay Regional Park District","2950 Peralta Oaks Road","Box 5381"
"USA","OR","Bend","","97702","753748","","1142","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","CO","Crawford","","81506","753749","","50","Park Manager","Crawford State Park","P. O. Box 147"
"USA","NE","Ord","","68862","753751","","74","Lower Loup Natural Resources District","Box 210",""
"USA","AZ","Bullhead City","","86429","753752","","16","Bureau of Reclamation","Davis Dam Field Division",""
"USA","ID","Boise","","83709","753754","","110","Boise National Forest","1249 S. Vinnell Way",""
"USA","WY","Mills","","82644","753755","","1232","Wyoming Area Office","P.O. Box 1630","705 Pendell Blvd"
"USA","UT","Midway","","84049","753757","","1178","Deer Creek State Park","P.O. Box 257",""
"USA","SD","Hill City","","57745","753758","","1165","U.S. Forest Service","Black Hills National Forest","23939 Hwy 385"
"USA","WA","Ephrata","","98823","753759","","1214","Washington Department of Fish and Wildlife","Region 2","1550 Alder St. NW"
"USA","ND","Devils Lake","","58301","753760","","1125","North Dakota Parks and Recreation Department","Grahams Island State Park","152 S. Duncan Road"
"USA","ND","Dickinson","","58601","753761","","1126","Dickinson Park and Recreation District","2004 Fairway Street",""
"USA","UT","Morgan","","84050","753762","","1185","East Canyon State Park","5535 South Highway 66",""
"USA","CA","Colusa","","95932","753763","","34","1215 Market St.","",""
"USA","CO","Estes Park","","80517","753764","","51","Estes Valley Recreation and Park District","3420 Tunnel Road",""
"USA","WA","Olympia","","98504-2650","753765","","1215","Washington State Parks","1111 Israel Road SW",""
"USA","UT","Coalville","","84017","753766","","1186","Echo Resort Inc.","P.O. Box 746",""
"USA","NM","Tierra Amarilla","","87575","754373","","101","Park Superintendent","P.O. Box 367",""
"USA","NM","Elephant Butte","","87935","755584","","100","Park Superintendent","P.O. Box 13",""
"USA","OR","Central Point","","97502","755585","","1144","Jackson County Parks","7520 Table Rock Road",""
"USA","NE","Enders","","69027","755586","","75","NE Game and Parks, Enders SRA","RR 1, Box 4B",""
"USA","UT","Dutch John","","84023","755587","","2017","Flaming Gorge Field Division","45 miles northeast of Vernal, UT","Box 278"
"USA","CO","Loveland","","80537","755588","","52","Larimer County Parks Depatment","1800 S. County Rd. 31",""
"","KY","Hodgenville","","42748","758729","","2553","Abraham Lincoln Birthplace National Historical Park","2995 Lincoln Farm Road",""
"","ME","Bar Harbor","","04609","758730","","2554","Acadia National Park","P.O. Box 177",""
"","MA","Quincy","","02169","758731","","2555","Adams National Historical Park","135 Adams Street",""
"","DC","Washington","","20001","758732","","13905","1960 Vermont Ave NW","",""
"","NY","New York","","10007","758733","","13906","African Burial Ground National Monument","290 Broadway, 1st Floor",""
"","NE","Harrison","","69346","758734","","2556","301 River Road","",""
"","HI","Kailua-Kona","","96740","758735","","4066","Ala Kahakai National Historic Trail","73-4786 Kanalani Street, #14",""
"","AK","King Salmon","","99613","758736","","2557","P.O. Box 245","",""
"","AK","Anchorage","","99501","758737","","13521","Anchorage Alaska Public Lands Information Center","605 W 4th Avenue Suite 105",""
"","CA","San Francisco","","94123","758738","","2558","Alcatraz Island, Golden Gate National Recreation Area","Fort Mason, B201",""
"","AK","Anchorage","","99501","758739","","2559","Janis Kozlowski, Program Manager","240 West 5th Avenue",""
"","TX","Fritch","","79036","758740","","2560","37084 Alibates Rd.","",""
"","PA","Gallitzin","","16641","758741","","2561","Allegheny Portage Railroad National Historic Site","110 Federal Park Road",""
"","MP","Saipan","","96950","758742","","2563","Microbeach Road, Garapan","P.O. Box 5198 CHRB",""
"","TX","Del Rio","","78840","758743","","2562","Amistad National Recreation Area","4121 Veterans Blvd.",""
"","DC","Washington","","20020","758744","","2564","Site Manager","1900 Anacostia Dr SE",""
"","GA","Andersonville","","31711","758745","","2566","Andersonville NHS","760 POW Road",""
"","TN","Greeneville","","37743","758746","","2568","Mailing Address - Andrew Johnson NHS, 121 Monument Ave.","GPS Location - Andrew Johnson NHS Visitor Center, 101 North College St. Latitude: 36.16280293778552 Longitude: -82.82950496673585",""
"","AK","King Salmon","","99613","758747","","2567","P.O. Box 245","",""
"","MD","Sharpsburg","","21782","758748","","2569","Antietam National Battlefield","P.O. Box 158",""
"","WI","Bayfield","","54814","758749","","2571","415 Washington Ave","",""
"","WV","Harpers Ferry","","25425","758750","","2572","Appalachian National Scenic Trail","P.O. Box 50",""
"","VA","Appomattox","","24522","758751","","2570","Appomattox Court House National Historical Park","111 National Park Drive",""
"","","","","","758752","","14435","","",""
"","UT","Moab","","84532","758753","","2573","Arches National Park","PO Box 907",""
"","AR","Gillett","","72055","758754","","2575","Arkansas Post National Memorial","1741 Old Post Road",""
"","VA","McLean","","22101","758755","","13907","George Washington Memorial Parkway","c/o Turkey Run Park",""
"","MD","Berlin","","21811","758756","","2576","7206 National Seashore Lane","",""
"","","","","","758757","","14436","","",""
"","GA","Augusta","","30901","758758","","12720","1450 Greene Street, Suite 400","",""
"","NM","Aztec","","87410","758759","","2577","725 Ruins Road","",""
"","SD","Interior","","57750","758760","","2578","25216 Ben Reifel Road","P.O. Box 6",""
"","MD","Baltimore","","21202","758761","","13522","100 N. Holliday Street","City Hall 346",""
"","MD","Greenbelt","","20770","758762","","2581","Baltimore Washington Parkway inc/o Greenbelt Park","6565 Greenbelt Road",""
"","NM","Los Alamos","","87544","758763","","2579","Superintendent","Bandelier National Monument   15 Entrance Road",""
"","DC","Washington","","20024","758764","","14522","144 Constitution Avenue NE","",""
"","CO","La Junta","","81050","758765","","2583","Bent's Old Fort National Historic Site","35110 Highway 194 E.",""
"","AK","Nome","","99762","758766","","2582","Bering Land Bridge National Preserve","PO Box 220",""
"","TX","Big Bend National Park","","79834","758767","","2584","PO Box 129","",""
"","FL","Ochopee","","34141","758768","","2586","33100 Tamiami Trail East","",""
"","MT","Wisdom","","59761","758769","","2587","PO Box 237","16425 Highway 43 West",""
"","TN","Oneida","","37841","758770","","2589","Big South Fork NRRA","4564 Leatherwood Road",""
"","TX","Kountze","","77625","758771","","2590","6102 FM 420","",""
"","MT","Fort Smith","","59035","758772","","2585","Bighorn Canyon NRA Headquarters, 5 Avenue B, P.O. Box 7458, Fort Smith, MT  59035","",""
"","FL","Homestead","","33033","758773","","2588","Biscayne National Park","9700 SW 328 Street",""
"","CO","Gunnison","","81230","758774","","2592","National Park Service","102 Elk Creek",""
"","","","","","758775","","14512","","",""
"","NC","Asheville","","28803","758776","","2593","199 Hemphill Knob Road","",""
"","NC","Asheville","","28803","758777","","12722","199 Hemphill Knob Road","",""
"","WV","Glen Jean","","25846","758778","","2594","P. O. Box 246","",""
"","VA","Hardy","","24101","758779","","2598","Booker T. Washington National Monument","12130 Booker T. Washington Highway",""
"","MA","Boston","","02109","758780","","2597","Faneuil Hall","0 Faneuil Hall Square",""
"","MA","Boston","","02109","758781","","2595","15 State Street","9th Floor",""
"","MA","Boston","","02109","758782","","2596","Boston Harbor Islands Partnership","15 State Street, Suite 1100",""
"","MS","Tupelo","","38804","758783","","2600","Brices Cross Roads National Battlefield Site","2680 Natchez Trace Parkway",""
"","KS","Topeka","","66612","758784","","2601","1515 SE Monroe Street","",""
"","UT","Bryce","","847640201","758785","","2599","Bryce Canyon National Park","PO Box 640201",""
"","VI","Christiansted","","008204611","758786","","2603","Buck Island Reef National Monument","2100 Church Street, #100",""
"","AR","Harrison","","72601","758787","","2602","Buffalo National River","402 N. Walnut, Suite 136",""
"","CA","San Diego","","921063601","758788","","2604","Cabrillo National Monument","1800 Cabrillo Memorial Drive",""
"","UT","Salt Lake City","","84111","758789","","2612","National Trails Intermountain Region","324 South State St.,Suite 200",""
"","FL","Titusville","","32796","758790","","2615","Canaveral National Seashore","212 S. Washington Avenue",""
"","LA","Natchitoches","","71457","758791","","2646","P. O. Box 1201","452 Jefferson Street, Suite 150",""
"","LA","Natchez","","71456","758792","","2618","Cane River Creole National Historical Park","4386 HWY 484",""
"","AZ","Chinle","","86503","758793","","2605","PO Box 588","",""
"","UT","Moab","","84532","758794","","2616","Canyonlands National Park Headquarters","2282 SW Resource Blvd.",""
"","MA","Wellfleet","","02667","758795","","2607","Cape Cod National Seashore","99 Marconi Site Road",""
"","NC","Nags Head","","27959","758796","","2609","Cape Hatteras National Seashore","Junction of NC Highway 12 and U.S. 64",""
"","VA","Yorktown","","23690","758797","","2614","Colonial National Historical Park","P.O. Box 210",""
"","AK","Kotzebue","","997521029","758798","","2611","National Park Service","P.O. Box 1029",""
"","NC","Harkers Island","","28531","758799","","2613","131 Charles Street","",""
"","DC","Washington","","200053607","758800","","2610","Capitol Hill Parks","1318 Vermont Ave, NW",""
"","UT","Torrey","","84775","758801","","2617","Capitol Reef National Park","HC 70 Box 15",""
"","MD","Annapolis","","21403","758802","","13524","NPS Chesapeake Bay Office","410 Severn Avenue, Suite 314",""
"","NM","Des Moines","","88418","758803","","2623","Capulin Volcano NM","P.O. Box 40",""
"","NC","Flat Rock","","28731","758804","","2619","81 Carl Sandburg Lane","",""
"","NM","Carlsbad","","88220","758805","","2622","Carlsbad Caverns National Park","3225 National Parks Highway",""
"","DC","Washington","","200053607","758806","","13909","Carter G. Woodson Home NHS c/o Mary McLeod Bethune Council House NHS","1318 Vermont Ave, NW",""
"","AZ","Coolidge","","85128","758807","","2608","Casa Grande Ruins National Monument","1100 West Ruins Drive",""
"","FL","St. Augustine","","32084","758808","","2620","Castillo de San Marcos NM","1 South Castillo Drive",""
"","NY","New York","","10004","758809","","2606","Castle Clinton National Monument","Battery Park",""
"","CA","Barstow","","92311","758810","","14520","Mojave National Preserve","2701 Barstow Road",""
"","MD","Thurmont","","21788","758811","","2621","Catoctin Mountain Park","6602 Foxville Road",""
"","UT","Cedar City","","84720","758812","","2624","Cedar Breaks National Monument","2390 W. Hwy 56, Suite 11",""
"","VA","Middletown","","22645","758813","","3138","P.O. Box 700","",""
"","CA","Keene","","93531","758814","","13910","29700 Woodford-Tehachapi Road","",""
"","NM","Nageezi","","87037","758815","","2628","Chaco Culture National Historical Park","P. O. Box 220",""
"","TX","El Paso","","79905","758816","","2625","Chamizal National Memorial","800 S. San Marcial Street",""
"","CA","Ventura","","93001","758817","","2631","Channel Islands National Park","1901 Spinnaker Drive",""
"","SC","Mount Pleasant","","29482","758818","","2633","1254 Long Point Road","",""
"","OH","Xenia","","45385","758819","","13911","1120 US Route 42 E","",""
"","GA","Sandy Springs","","30350","758820","","2626","1978 Island Ford Pkwy","",""
"","MD","Potomac","","20854","758821","","2632","Great Falls Tavern Visitor Center","11710 MacArthur Blvd.",""
"","MD","Annapolis","","21403","758822","","3137","410 Severn Avenue","Suite 314",""
"","GA","Fort Oglethorpe","","30742","758823","","2627","P.O. Box 2128 (Mailing)","3370 LaFayette Road (Shipping)",""
"","OK","Sulphur","","73086","758824","","2629","Chickasaw National Recreation Area","901 W 1st Street",""
"","AZ","Willcox","","85643","758825","","2630","Superintendent","12856 E. Rhyolite Creek RD",""
"","VI","Christiansted","","00820","758826","","2634","2100 Church St. #100","Danish Custom House",""
"","ID","Almo","","83312","758827","","2637","City of Rocks National Reserve","P.O. Box 169",""
"","DC","Washington","","20012","758828","","13914","6625 Georgia Ave, NW","",""
"","MD","Glen Echo","","20812","758829","","13915","Clara Barton NHS","5801 Oxford Road",""
"","VA","McLean","","22101","758830","","13916","Claude Moore Colonial Farm","6310 Georgetown Pike",""
"","","","","","758831","","14437","","",""
"","VA","Yorktown","","23690","758832","","2642","Colonial National Historical Park","P.O. Box 210",""
"","CO","Fruita","","81521","758833","","2641","Colorado National Monument","1750 Rim Rock Drive",""
"","SC","Hopkins","","29061","758834","","2644","Superintendent","100 National Park Road",""
"","","","","","758835","","13917","","",""
"","AZ","Hereford","","85615","758836","","13918","4101 East Montezuma Canyon Road","",""
